account_id,cohort,age,nvr_porportions,rotcombi_porportions,training_time,training_plan_id,time,Math_Factor
166035,c1,_ages 6-7,0,0.03,20,199,0,-0.496469926520261
166036,c1,_ages 6-7,0,0.03,20,199,0,-0.441173773888639
166037,c1,_ages 6-7,0,0.03,20,199,0,-0.579504995371718
166038,c1,_ages 6-7,0,0.15,20,204,0,1.58038663595238
166039,c1,_ages 6-7,0,0.15,20,204,0,-0.0964728634183885
166040,c1,_ages 6-7,0,0.15,20,204,0,0.297922493330727
166041,c1,_ages 6-7,0,0.15,20,204,0,-0.410431258782384
166042,c1,_ages 6-7,0,0.15,20,204,0,-0.455630934786821
166043,c1,_ages 6-7,0,0.15,20,204,0,0.172398541743433
166044,c1,_ages 6-7,0.135,0.015,20,203,0,0.0319368999854226
166045,c1,_ages 6-7,0.135,0.015,20,203,0,0.432649654376672
166046,c1,_ages 6-7,0.135,0.015,20,203,0,-1.15107039444644
166047,c1,_ages 6-7,0.135,0.015,20,203,0,-0.370550330952606
166048,c1,_ages 6-7,0.135,0.015,20,203,0,0.52130724057761
166049,c1,_ages 6-7,0.135,0.015,20,203,0,-0.34408497218211
166481,c1,_ages 7-8,0,0.03,33,199,0,0.0111984121937416
166482,c1,_ages 7-8,0,0.03,33,199,0,1.19322313587783
166501,c1,_ages 7-8,0,0.03,33,199,0,1.44214789621931
166502,c1,_ages 7-8,0,0.03,33,199,0,0.909983887050138
166504,c1,_ages 7-8,0,0.03,33,199,0,-0.747927688120018
166610,c1,_ages 6-7,0,0.03,20,199,0,-1.3802239447935
166611,c1,_ages 6-7,0,0.03,20,199,0,-0.553256321334656
166612,c1,_ages 6-7,0,0.03,20,199,0,-1.40105784806818
166613,c1,_ages 6-7,0,0.03,20,199,0,-0.273854292353673
166614,c1,_ages 6-7,0,0.03,20,199,0,0.535084834831254
166615,c1,_ages 6-7,0,0.03,20,199,0,-1.33043214098238
166616,c1,_ages 6-7,0,0.03,20,199,0,-0.699900438300543
166617,c1,_ages 6-7,0,0.15,20,204,0,-1.21981453832436
166618,c1,_ages 6-7,0,0.15,20,204,0,-0.383881403841566
166619,c1,_ages 6-7,0,0.15,20,204,0,-0.73163679318315
166620,c1,_ages 6-7,0.135,0.015,20,203,0,-0.305905603011085
166621,c1,_ages 6-7,0.135,0.015,20,203,0,-1.35301406330766
166622,c1,_ages 6-7,0.135,0.015,20,203,0,1.2075561201675
167767,c1,_ages 7-8,0,0.03,33,199,0,-0.141499848486502
167768,c1,_ages 7-8,0,0.03,33,199,0,-1.26778269636432
167769,c1,_ages 7-8,0,0.03,33,199,0,-1.14677045976711
167770,c1,_ages 7-8,0,0.03,33,199,0,0.215956187006964
167771,c1,_ages 7-8,0,0.03,33,199,0,-0.189458434966103
167772,c1,_ages 7-8,0,0.15,33,204,0,0.452582266803816
167773,c1,_ages 7-8,0,0.15,33,204,0,1.00723548369473
167774,c1,_ages 7-8,0,0.15,33,204,0,2.14528149288255
167775,c1,_ages 7-8,0,0.15,33,204,0,-0.694848650045707
167776,c1,_ages 7-8,0.135,0.015,33,203,0,-1.3538977435175
167777,c1,_ages 7-8,0.135,0.015,33,203,0,-0.728955307189896
167778,c1,_ages 7-8,0.135,0.015,33,203,0,0.40528188410473
167779,c1,_ages 7-8,0.135,0.015,33,203,0,-0.203844500986008
167788,c1,_ages 7-8,0,0.03,33,199,0,-1.01784610353873
167789,c1,_ages 7-8,0,0.03,33,199,0,0.39312815873358
167790,c1,_ages 7-8,0,0.03,33,199,0,0.0696546647876656
167791,c1,_ages 7-8,0,0.03,33,199,0,-0.505544586187894
167792,c1,_ages 7-8,0,0.03,33,199,0,-0.688915377770513
167793,c1,_ages 7-8,0,0.15,33,204,0,0.161043326412176
167794,c1,_ages 7-8,0,0.15,33,204,0,0.0231418738968667
167795,c1,_ages 7-8,0,0.15,33,204,0,-0.74848188217263
167796,c1,_ages 7-8,0,0.15,20,204,0,-1.95670092272417
167797,c1,_ages 7-8,0.135,0.015,33,203,0,-0.253355945790934
167798,c1,_ages 7-8,0.135,0.015,33,203,0,0.31596152845615
167799,c1,_ages 7-8,0.135,0.015,33,203,0,-1.24661209168489
167800,c1,_ages 7-8,0.135,0.015,33,203,0,0.134993392017806
167844,c1,_ages 7-8,0,0.15,33,204,0,1.77121843813414
167851,c1,_ages 7-8,0.135,0.015,33,203,0,1.44609906060742
168575,c1,_ages 6-7,0,0.03,20,199,0,-0.70270009942331
168576,c1,_ages 6-7,0,0.03,20,199,0,-1.46839599213953
168577,c1,_ages 6-7,0,0.03,20,199,0,-0.823109035150648
168578,c1,_ages 6-7,0,0.03,20,199,0,-0.0276729162194005
168579,c1,_ages 6-7,0,0.03,20,199,0,-1.72162932763814
168580,c1,_ages 6-7,0,0.03,20,199,0,0.0387439839378466
168581,c1,_ages 6-7,0,0.15,20,204,0,-1.52227457681978
168584,c1,_ages 6-7,0.135,0.015,20,203,0,-0.687331079142981
168585,c1,_ages 6-7,0.135,0.015,20,203,0,-1.25098387788908
168586,c1,_ages 6-7,0.135,0.015,20,203,0,-0.252623078063953
168769,c1,_ages 6-7,0,0.03,20,199,0,-1.00741283945999
168770,c1,_ages 6-7,0,0.03,20,199,0,-0.834194214437496
168771,c1,_ages 6-7,0,0.03,20,199,0,-0.596116283719733
168772,c1,_ages 6-7,0,0.15,20,204,0,-0.939805322841013
168773,c1,_ages 6-7,0,0.15,20,204,0,-0.75117521755761
168774,c1,_ages 6-7,0,0.15,20,204,0,-1.83079532174672
168775,c1,_ages 6-7,0,0.15,20,204,0,-0.31943230965101
168776,c1,_ages 6-7,0,0.15,20,204,0,-0.684316314656942
168777,c1,_ages 6-7,0.135,0.015,20,203,0,-0.0771680477237063
168778,c1,_ages 6-7,0.135,0.015,20,203,0,0.00504202139944542
168779,c1,_ages 6-7,0.135,0.015,20,203,0,-0.41872974680633
168780,c1,_ages 6-7,0.135,0.015,20,203,0,-0.0157127218974593
168781,c1,_ages 6-7,0.135,0.015,20,203,0,-0.660164365770104
168878,c1,_ages 6-7,0,0.03,20,199,0,-0.848009024540622
168932,c1,_ages 7-8,0.135,0.015,33,203,0,0.597789258770352
169012,c1,_ages 7-8,0,0.03,20,199,0,1.40606419327307
169015,c1,_ages 7-8,0,0.15,20,204,0,1.38113425947268
169021,c1,_ages 7-8,0.135,0.015,20,203,0,1.97363294147057
169165,c1,_ages 7-8,0,0.03,20,199,0,1.43214793667658
170415,c1,_ages 7-8,0,0.03,33,199,0,0.874897134964647
170551,c1,_ages 6-7,0,0.03,33,199,0,0.0335721959374341
170553,c1,_ages 6-7,0,0.15,33,204,0,0.239479429784274
170557,c1,_ages 6-7,0,0.15,33,204,0,-0.0835438348563886
170791,c1,_ages 6-7,0,0.03,33,199,0,-0.326205829690245
170792,c1,_ages 6-7,0,0.03,33,199,0,-1.61082509284633
170793,c1,_ages 6-7,0,0.03,33,199,0,-0.358625479303386
170794,c1,_ages 6-7,0,0.03,33,199,0,-1.20894306831511
170795,c1,_ages 6-7,0,0.03,33,199,0,-1.46579679433634
170796,c1,_ages 6-7,0,0.15,33,204,0,0.2081363757625
170797,c1,_ages 6-7,0,0.15,33,204,0,-1.00265055842902
170798,c1,_ages 6-7,0,0.15,33,204,0,-0.44069119321919
170799,c1,_ages 6-7,0,0.15,33,204,0,-0.0732553271256799
170800,c1,_ages 6-7,0,0.15,33,204,0,0.327146438671582
170801,c1,_ages 6-7,0.135,0.015,33,203,0,-0.179006832200214
170802,c1,_ages 6-7,0.135,0.015,33,203,0,0.692874491261753
170803,c1,_ages 6-7,0.135,0.015,33,203,0,-0.242150945147037
170804,c1,_ages 6-7,0.135,0.015,33,203,0,-0.885461929950338
170805,c1,_ages 6-7,0.135,0.015,33,203,0,1.10880992819269
170819,c1,_ages 6-7,0,0.03,33,199,0,1.85200850227106
170820,c1,_ages 6-7,0,0.03,33,199,0,0.839154397902361
170821,c1,_ages 6-7,0,0.03,33,199,0,0.544092318788011
170824,c1,_ages 6-7,0,0.15,33,204,0,1.10495040756393
170825,c1,_ages 6-7,0,0.15,33,204,0,-1.69730368258547
170827,c1,_ages 6-7,0.135,0.015,33,203,0,-0.202736243475675
170828,c1,_ages 6-7,0.135,0.015,33,203,0,1.08627839765105
170829,c1,_ages 6-7,0.135,0.015,33,203,0,0.0695771509736371
170830,c1,_ages 6-7,0.135,0.015,33,203,0,0.097909166894524
170831,c1,_ages 6-7,0.135,0.015,33,203,0,0.0490195014011825
170842,c1,_ages 6-7,0,0.03,33,199,0,0.354855239272865
170843,c1,_ages 6-7,0,0.03,33,199,0,-0.615816716694035
170844,c1,_ages 6-7,0,0.03,33,199,0,0.579836709138458
170845,c1,_ages 6-7,0,0.03,33,199,0,0.981884307816662
170846,c1,_ages 6-7,0,0.03,33,199,0,0.335931525629918
170847,c1,_ages 6-7,0,0.15,33,204,0,0.212539994784152
170848,c1,_ages 6-7,0,0.15,33,204,0,0.073028660629545
170850,c1,_ages 6-7,0,0.15,33,204,0,-1.31366700088631
170851,c1,_ages 6-7,0,0.15,33,204,0,0.0599711863623563
170852,c1,_ages 6-7,0.135,0.015,33,203,0,-0.136204862820208
170853,c1,_ages 6-7,0.135,0.015,33,203,0,1.92377608484277
170854,c1,_ages 6-7,0.135,0.015,33,203,0,0.538235339366162
170855,c1,_ages 6-7,0.135,0.015,33,203,0,-0.818700724224979
170856,c1,_ages 6-7,0.135,0.015,33,203,0,0.197296595522431
170989,c1,_ages 6-7,0,0.03,20,199,0,-0.942698261445087
171246,c1,_ages 7-8,0.135,0.015,33,203,0,1.50200799727368
171247,c1,_ages 7-8,0.135,0.015,33,203,0,1.45776721933779
171625,c1,_ages 6-7,0,0.03,20,199,0,0.873801712036903
171630,c1,_ages 6-7,0,0.15,20,204,0,-0.729180040667663
171868,c1,_ages 6-7,0,0.03,33,199,0,-0.0299201556852079
171888,c1,_ages 6-7,0.135,0.015,33,203,0,1.63210298112246
172060,c1,_ages 6-7,0,0.03,20,199,0,-0.699183377776759
172095,c1,_ages 7-8,0,0.03,20,199,0,-0.277982769631197
172096,c1,_ages 7-8,0,0.03,20,199,0,0.780267897000239
172097,c1,_ages 7-8,0,0.03,20,199,0,-0.450439803688924
172098,c1,_ages 7-8,0,0.03,20,199,0,-0.0500277146317973
172099,c1,_ages 7-8,0,0.15,20,204,0,0.900971911074271
172101,c1,_ages 7-8,0,0.15,20,204,0,0.295932212145535
172102,c1,_ages 7-8,0,0.15,20,204,0,1.26051527448277
172104,c1,_ages 7-8,0.135,0.015,20,203,0,0.221331618332694
172105,c1,_ages 7-8,0.135,0.015,20,203,0,-0.362541481443109
172106,c1,_ages 7-8,0.135,0.015,20,203,0,-0.503757538366505
172154,c1,_ages 6-7,0.135,0.015,33,203,0,0.631874570973025
172461,c1,_ages 7-8,0,0.03,20,199,0,2.0714495779484
172462,c1,_ages 7-8,0,0.03,20,199,0,1.86288595027909
172463,c1,_ages 7-8,0,0.03,20,199,0,2.37894785597504
172464,c1,_ages 7-8,0,0.03,20,199,0,1.01968073486802
172465,c1,_ages 7-8,0,0.03,20,199,0,1.83663109273138
172466,c1,_ages 7-8,0,0.15,20,204,0,0.738322080770224
172467,c1,_ages 7-8,0,0.15,20,204,0,1.1841508459759
172468,c1,_ages 7-8,0,0.15,20,204,0,1.95825990754353
172469,c1,_ages 7-8,0,0.15,20,204,0,0.781238685327165
172470,c1,_ages 7-8,0.135,0.015,20,203,0,0.902349507107853
172471,c1,_ages 7-8,0.135,0.015,20,203,0,0.929591442005863
172472,c1,_ages 7-8,0.135,0.015,20,203,0,0.0344262863129635
172473,c1,_ages 7-8,0.135,0.015,20,203,0,1.2224549096204
172526,c1,_ages 6-7,0,0.03,20,199,0,-1.18151276725012
172528,c1,_ages 6-7,0,0.03,20,199,0,-1.61121819153144
172530,c1,_ages 6-7,0,0.03,20,199,0,-1.13405783073016
172531,c1,_ages 6-7,0,0.03,20,199,0,-1.54635551952946
172534,c1,_ages 6-7,0,0.15,20,204,0,-1.1601872956842
172538,c1,_ages 6-7,0,0.15,20,204,0,-0.968581174629947
172540,c1,_ages 6-7,0.135,0.015,20,203,0,0.791833686646738
172541,c1,_ages 6-7,0.135,0.015,20,203,0,-1.36074663771197
172542,c1,_ages 6-7,0.135,0.015,20,203,0,-1.46551230911207
172562,c1,_ages 6-7,0,0.03,20,199,0,-1.11797079015636
172563,c1,_ages 6-7,0,0.15,20,204,0,-1.2161372854421
172564,c1,_ages 6-7,0,0.15,20,204,0,-0.794532927348846
172566,c1,_ages 6-7,0,0.15,20,204,0,-1.94863387534925
172569,c1,_ages 6-7,0.135,0.015,20,203,0,-1.01081038845578
172570,c1,_ages 6-7,0.135,0.015,20,203,0,-1.63919924657901
172571,c1,_ages 6-7,0.135,0.015,20,203,0,-1.53542180224935
172627,c1,_ages 6-7,0,0.15,33,204,0,-1.36092907222219
172658,c1,_ages 6-7,0,0.03,33,199,0,0.473520076827075
172659,c1,_ages 6-7,0,0.15,33,204,0,-0.733317683509779
172660,c1,_ages 6-7,0,0.15,33,204,0,-1.41038657568063
172661,c1,_ages 6-7,0,0.15,33,204,0,0.850642858354446
172662,c1,_ages 6-7,0,0.15,33,204,0,-0.265337578022013
172664,c1,_ages 6-7,0.135,0.015,33,203,0,-0.972206064385479
172667,c1,_ages 6-7,0.135,0.015,33,203,0,-0.919695438023076
172767,c1,_ages 7-8,0,0.03,33,199,0,0.220623255540633
172768,c1,_ages 7-8,0,0.03,33,199,0,-0.229774269966125
172769,c1,_ages 7-8,0,0.03,33,199,0,-0.204983984324399
172770,c1,_ages 7-8,0,0.03,33,199,0,-0.267965347194776
172771,c1,_ages 7-8,0,0.03,33,199,0,-0.260481740243055
172772,c1,_ages 7-8,0,0.03,33,199,0,-0.890181634738176
172773,c1,_ages 7-8,0,0.15,33,204,0,-0.525719053332899
172774,c1,_ages 7-8,0,0.15,33,204,0,0.452259407872803
172775,c1,_ages 7-8,0.135,0.015,33,203,0,-0.00892921620527981
172776,c1,_ages 7-8,0.135,0.015,33,203,0,0.0861649414247795
173090,c1,_ages 6-7,0,0.15,20,204,0,1.83511921200639
173094,c1,_ages 6-7,0.135,0.015,20,203,0,-0.75071210913066
173113,c1,_ages 6-7,0,0.03,20,199,0,0.334482636106226
173114,c1,_ages 6-7,0,0.03,20,199,0,2.47618105747513
173115,c1,_ages 6-7,0,0.03,20,199,0,-0.701293096993573
173116,c1,_ages 6-7,0,0.03,20,199,0,-0.0476232956842628
173117,c1,_ages 6-7,0,0.03,20,199,0,-0.57404714404408
173119,c1,_ages 6-7,0,0.15,20,204,0,0.561746158296238
173120,c1,_ages 6-7,0,0.15,20,204,0,-0.0732852537727883
173121,c1,_ages 6-7,0,0.15,20,204,0,-0.173063997262959
173123,c1,_ages 6-7,0,0.15,20,204,0,0.23411167560114
173124,c1,_ages 6-7,0,0.15,20,204,0,0.897775242254047
173125,c1,_ages 6-7,0.135,0.015,20,203,0,1.23390482454588
173126,c1,_ages 6-7,0.135,0.015,20,203,0,-0.0681337373326597
173127,c1,_ages 6-7,0.135,0.015,20,203,0,0.814440819288381
173128,c1,_ages 6-7,0.135,0.015,20,203,0,1.84644717264985
173129,c1,_ages 6-7,0.135,0.015,20,203,0,1.07398091927762
173130,c1,_ages 6-7,0.135,0.015,20,203,0,0.880018437218755
173356,c1,_ages 6-7,0,0.03,20,199,0,-0.972736902784197
173357,c1,_ages 6-7,0,0.03,20,199,0,-1.49841093684554
173358,c1,_ages 6-7,0,0.03,20,199,0,-1.58043234789327
173359,c1,_ages 6-7,0,0.03,20,199,0,0.725887299028347
173360,c1,_ages 6-7,0,0.03,20,199,0,-0.273424265048742
173361,c1,_ages 6-7,0,0.15,20,204,0,-1.28461262484194
173363,c1,_ages 6-7,0,0.15,20,204,0,-1.23140272092486
173364,c1,_ages 6-7,0,0.15,20,204,0,-0.340067544789168
173365,c1,_ages 6-7,0,0.15,20,204,0,-0.679953838503593
173366,c1,_ages 6-7,0.135,0.015,20,203,0,-0.811484372660478
173367,c1,_ages 6-7,0.135,0.015,20,203,0,-0.359403595480819
173368,c1,_ages 6-7,0.135,0.015,20,203,0,-1.90619855898088
173369,c1,_ages 6-7,0.135,0.015,20,203,0,-0.75778683537904
173370,c1,_ages 6-7,0.135,0.015,20,203,0,0.589906683669067
173552,c1,_ages 7-8,0,0.03,33,199,0,0.48041366910421
173582,c1,_ages 6-7,0,0.03,33,199,0,0.201483218029467
173583,c1,_ages 6-7,0,0.15,33,204,0,1.66707230804514
173584,c1,_ages 6-7,0.135,0.015,33,203,0,0.611449985974371
173616,c1,_ages 7-8,0,0.03,33,199,0,0.0518018157472075
173623,c1,_ages 7-8,0,0.15,33,204,0,1.79289500256612
173624,c1,_ages 7-8,0,0.15,33,204,0,1.68966691696835
174049,c1,_ages 7-8,0,0.15,20,204,0,-0.511252458526386
174050,c1,_ages 7-8,0,0.15,20,204,0,0.0756326342265141
174053,c1,_ages 7-8,0.135,0.015,20,203,0,-0.821515794967457
174056,c1,_ages 7-8,0.135,0.015,20,203,0,1.35602854569257
174099,c1,_ages 7-8,0,0.03,33,199,0,0.127051467711582
174105,c1,_ages 7-8,0,0.15,33,204,0,-0.345317623473939
174107,c1,_ages 7-8,0.135,0.015,33,203,0,-1.08774448511059
174701,c1,_ages 6-7,0.135,0.015,20,203,0,1.77288386541078
175129,c1,_ages 7-8,0,0.03,33,199,0,1.19859096120063
175132,c1,_ages 7-8,0,0.03,33,199,0,0.478296829440799
175133,c1,_ages 7-8,0,0.15,33,204,0,0.298633645262333
175135,c1,_ages 7-8,0,0.15,33,204,0,0.675641833979676
175136,c1,_ages 7-8,0,0.15,33,204,0,1.9264026681288
175137,c1,_ages 7-8,0,0.15,33,204,0,2.69725314420685
175144,c1,_ages 7-8,0.135,0.015,33,203,0,0.132810659396974
175159,c1,_ages 6-7,0,0.03,33,199,0,1.22171471815667
175160,c1,_ages 6-7,0,0.03,33,199,0,0.699066379041693
175167,c1,_ages 6-7,0,0.15,33,204,0,0.684318157943308
175168,c1,_ages 6-7,0,0.15,33,204,0,0.603207990500804
175169,c1,_ages 6-7,0,0.15,33,204,0,0.108132433876729
175193,c1,_ages 6-7,0,0.03,33,199,0,-0.724874478672608
175194,c1,_ages 6-7,0,0.03,33,199,0,-0.245248915704616
175195,c1,_ages 6-7,0,0.03,33,199,0,0.458331832511087
175196,c1,_ages 6-7,0,0.03,33,199,0,-0.714523306712705
175197,c1,_ages 6-7,0,0.15,33,204,0,0.444571084848294
175198,c1,_ages 6-7,0,0.15,33,204,0,1.86827060447975
175199,c1,_ages 6-7,0,0.15,33,204,0,0.527003403348229
175200,c1,_ages 6-7,0,0.15,33,204,0,-1.61570755676757
175201,c1,_ages 6-7,0.135,0.015,33,203,0,0.280483364746344
175202,c1,_ages 6-7,0.135,0.015,33,203,0,0.473582684281277
175203,c1,_ages 6-7,0.135,0.015,33,203,0,0.0118260623434264
175204,c1,_ages 6-7,0.135,0.015,33,203,0,0.990100805918115
175393,c1,_ages 6-7,0,0.03,33,199,0,0.491846267793957
175397,c1,_ages 6-7,0,0.03,33,199,0,1.16460481023462
175398,c1,_ages 6-7,0,0.03,33,199,0,0.858108919395136
175402,c1,_ages 6-7,0,0.15,33,204,0,0.258552329176314
175403,c1,_ages 6-7,0.135,0.015,33,203,0,-0.50049765779928
175404,c1,_ages 6-7,0.135,0.015,33,203,0,-0.00576456474078342
175454,c1,_ages 6-7,0,0.03,33,199,0,-0.419465382024288
175527,c1,_ages 6-7,0.135,0.015,33,203,0,-0.310358118907991
175531,c1,_ages 6-7,0.135,0.015,33,203,0,0.894882099957356
175626,c1,_ages 6-7,0,0.03,33,199,0,-0.18702356422352
175627,c1,_ages 6-7,0,0.03,33,199,0,0.622153245569353
175628,c1,_ages 6-7,0,0.03,33,199,0,0.376660514202258
175629,c1,_ages 6-7,0,0.03,33,199,0,-0.868795471479611
175630,c1,_ages 6-7,0,0.03,33,199,0,1.3461904426745
175631,c1,_ages 6-7,0,0.03,33,199,0,-0.714561016514944
175632,c1,_ages 6-7,0,0.03,33,199,0,-0.301513430040412
175633,c1,_ages 6-7,0,0.03,33,199,0,0.105908500611694
175634,c1,_ages 6-7,0,0.15,33,204,0,1.95338638541505
175635,c1,_ages 6-7,0,0.15,33,204,0,-0.96128114330431
175636,c1,_ages 6-7,0,0.15,33,204,0,0.69220600032857
175637,c1,_ages 6-7,0,0.15,33,204,0,-0.260785961367796
175638,c1,_ages 6-7,0,0.15,33,204,0,0.234881231071806
175639,c1,_ages 6-7,0.135,0.015,33,203,0,-0.591150440875465
175641,c1,_ages 6-7,0.135,0.015,33,203,0,0.0455835193377316
175643,c1,_ages 6-7,0.135,0.015,33,203,0,0.382793600885015
175750,c1,_ages 6-7,0,0.03,33,199,0,2.31843591072633
175751,c1,_ages 6-7,0,0.03,33,199,0,0.777747071543282
176133,c1,_ages 7-8,0,0.03,33,199,0,-0.61063927839092
176134,c1,_ages 7-8,0,0.03,33,199,0,0.692289206079049
176260,c1,_ages 7-8,0,0.03,33,199,0,-0.496852382165375
176262,c1,_ages 7-8,0,0.03,33,199,0,-0.0733035153461026
176263,c1,_ages 7-8,0,0.15,33,204,0,-0.429720232410978
176264,c1,_ages 7-8,0,0.15,33,204,0,-0.602993105918475
176267,c1,_ages 7-8,0.135,0.015,33,203,0,1.04756905924581
176268,c1,_ages 7-8,0.135,0.015,33,203,0,-0.138139449214978
176326,c1,_ages 6-7,0,0.03,33,199,0,-1.08482673797006
176327,c1,_ages 6-7,0,0.03,33,199,0,-0.153737561924857
176333,c1,_ages 6-7,0,0.15,33,204,0,-1.72078417000802
176357,c1,_ages 7-8,0,0.03,33,199,0,-1.56941181388305
176358,c1,_ages 7-8,0,0.03,33,199,0,-0.315536454466324
176359,c1,_ages 7-8,0,0.03,33,199,0,-0.375362474663002
176360,c1,_ages 7-8,0,0.03,33,199,0,-0.935632012383428
176362,c1,_ages 7-8,0,0.03,33,199,0,-0.298224765654558
176363,c1,_ages 7-8,0,0.03,33,199,0,-1.38306736987327
176365,c1,_ages 7-8,0,0.15,33,204,0,-0.990502603405466
176366,c1,_ages 7-8,0,0.15,33,204,0,-0.905558892471824
176368,c1,_ages 7-8,0,0.15,33,204,0,-1.35206773641397
176369,c1,_ages 7-8,0,0.15,33,204,0,-0.940083953658388
176370,c1,_ages 7-8,0,0.15,33,204,0,-0.652684226388922
176372,c1,_ages 7-8,0.135,0.015,33,203,0,0.378859348434767
176374,c1,_ages 7-8,0.135,0.015,33,203,0,-0.774062077708528
176376,c1,_ages 7-8,0.135,0.015,33,203,0,-1.32603231593183
176418,c1,_ages 7-8,0,0.03,33,199,0,0.362296423535146
176423,c1,_ages 7-8,0.135,0.015,33,203,0,-0.965368236399371
176424,c1,_ages 7-8,0.135,0.015,33,203,0,1.04685163623653
176538,c1,_ages 7-8,0,0.03,33,199,0,-0.43292787258257
176778,c1,_ages 6-7,0,0.03,20,199,0,-1.45460380366605
176956,c1,_ages 6-7,0,0.03,33,199,0,-0.655912945954849
177011,c1,_ages 6-7,0,0.03,20,199,0,-0.125328033898431
177012,c1,_ages 6-7,0,0.03,20,199,0,-0.177153387303332
177013,c1,_ages 6-7,0,0.03,20,199,0,-0.530302515463493
177014,c1,_ages 6-7,0,0.03,20,199,0,-1.26337020380409
177015,c1,_ages 6-7,0,0.15,20,204,0,-0.644169000988583
177016,c1,_ages 6-7,0,0.15,20,204,0,-0.680157793625925
177017,c1,_ages 6-7,0,0.15,20,204,0,-1.13185214888479
177018,c1,_ages 6-7,0,0.15,20,204,0,0.467530199349306
177019,c1,_ages 6-7,0.135,0.015,20,203,0,-0.78542339398737
177020,c1,_ages 6-7,0.135,0.015,20,203,0,-0.967230705319239
177021,c1,_ages 6-7,0.135,0.015,33,203,0,-0.832276489643678
177022,c1,_ages 6-7,0.135,0.015,20,203,0,0.14115076251486
177031,c1,_ages 6-7,0,0.03,20,199,0,-0.590208020987424
177032,c1,_ages 6-7,0,0.03,20,199,0,-0.475091065448196
177033,c1,_ages 6-7,0,0.03,20,199,0,-1.13005120107591
177034,c1,_ages 6-7,0,0.03,20,199,0,-1.33414493879124
177036,c1,_ages 6-7,0,0.15,20,204,0,-1.39014799821049
177037,c1,_ages 6-7,0,0.15,20,204,0,-0.573123320263071
177039,c1,_ages 6-7,0.135,0.015,20,203,0,-1.24329716025823
177040,c1,_ages 6-7,0.135,0.015,20,203,0,0.131515355084272
177041,c1,_ages 6-7,0.135,0.015,20,203,0,1.77234956172299
177042,c1,_ages 6-7,0.135,0.015,20,203,0,-1.67058771979811
177106,c1,_ages 6-7,0,0.03,33,199,0,-1.61405642524445
177107,c1,_ages 6-7,0,0.03,33,199,0,-1.56695122394913
177108,c1,_ages 6-7,0,0.03,33,199,0,-1.15675102566448
177111,c1,_ages 6-7,0,0.03,33,199,0,1.85216350145992
177112,c1,_ages 6-7,0,0.03,33,199,0,-1.03070664109638
177113,c1,_ages 6-7,0,0.15,33,204,0,-0.932947721631487
177114,c1,_ages 6-7,0,0.15,33,204,0,-1.23315200942103
177115,c1,_ages 6-7,0,0.15,33,204,0,0.675852187831721
177118,c1,_ages 6-7,0.135,0.015,33,203,0,-1.73787741535344
177176,c1,_ages 6-7,0,0.03,33,199,0,-0.314444401165322
